campeonato,partida,data,estadio,gols
2022,198,2022-07-31,Estádio Raimundo Sampaio,4
2022,199,2022-07-31,Nabizão,1
2022,200,2022-08-01,Estádio Urbano Caldeira,4
2022,201,2022-08-06,Alfredo Jaconi,1
2022,202,2022-08-06,Estádio Nilton Santos,2
2022,203,2022-08-06,Ressacada,2
2022,204,2022-08-06,Estádio Antônio Accioly,3
2022,205,2022-08-06,Morumbi,2
2022,206,2022-08-07,Maracanã,1
2022,207,2022-08-07,Allianz Parque,3
2022,208,2022-08-07,Arena Castelão,3
2022,209,2022-08-07,Mineirão,5
2022,210,2022-08-08,Couto Pereira,3
2022,211,2022-08-13,Estádio da Serrinha,2
2022,212,2022-08-13,Neo Química Arena,1
2022,213,2022-08-13,Arena Pantanal,1
2022,214,2022-08-13,Estádio Nilton Santos,0
2022,215,2022-08-14,Couto Pereira,1
2022,216,2022-08-14,Arena Castelão,1
2022,217,2022-08-14,Maracanã,5
2022,218,2022-08-14,Morumbi,3
2022,219,2022-08-14,Estádio Raimundo Sampaio,1
2022,220,2022-08-14,Estádio José Pinheiro Borda,3
2022,221,2022-08-20,Mineirão,1
2022,222,2022-08-20,Maracanã,7
2022,223,2022-08-21,Alfredo Jaconi,4
2022,224,2022-08-21,Allianz Parque,2
2022,225,2022-08-21,Estádio Joaquim Américo Guimarães,2
2022,226,2022-08-21,Estádio Antônio Accioly,2
2022,227,2022-08-21,Arena Castelão,1
2022,228,2022-08-21,Nabizão,2
2022,229,2022-08-21,Estádio Urbano Caldeira,1
2022,230,2022-08-22,Ressacada,1
2022,231,2022-08-27,Estádio da Serrinha,3
2022,232,2022-08-27,Couto Pereira,1
2022,233,2022-08-27,Maracanã,2
2022,234,2022-08-27,Arena Castelão,0
2022,235,2022-08-28,Morumbi,1
2022,236,2022-08-28,Estádio Raimundo Sampaio,2
2022,237,2022-08-28,Estádio Nilton Santos,1
2022,238,2022-08-28,Arena Pantanal,0
2022,239,2022-08-29,Estádio José Pinheiro Borda,4
2022,240,2022-08-29,Neo Química Arena,1
2022,241,2022-09-03,Alfredo Jaconi,2
2022,242,2022-09-03,Nabizão,4
2022,243,2022-09-03,Estádio Joaquim Américo Guimarães,1
2022,244,2022-09-03,Estádio Raimundo Sampaio,2
2022,245,2022-09-04,Maracanã,2
2022,246,2022-09-04,Neo Química Arena,4
2022,247,2022-09-04,Arena Castelão,4
2022,248,2022-09-04,Estádio Antônio Accioly,2
2022,249,2022-09-04,Arena Pantanal,2
2022,250,2022-09-05,Estádio Urbano Caldeira,3
2022,251,2022-09-07,Mineirão,2
2022,252,2022-09-10,Estádio José Pinheiro Borda,1
2022,253,2022-09-10,Arena Castelão,3
2022,254,2022-09-10,Maracanã,3
2022,255,2022-09-10,Allianz Parque,3
2022,256,2022-09-11,Ressacada,2
2022,257,2022-09-11,Estádio Nilton Santos,0
2022,258,2022-09-11,Morumbi,2
2022,259,2022-09-11,Couto Pereira,2
2022,260,2022-09-11,Estádio da Serrinha,2
2022,261,2022-09-17,Ressacada,1
2022,262,2022-09-17,Estádio Nilton Santos,2
2022,263,2022-09-18,Nabizão,2
2022,264,2022-09-18,Maracanã,3
2022,265,2022-09-18,Arena Castelão,2
2022,266,2022-09-18,Estádio Raimundo Sampaio,1
2022,267,2022-09-18,Alfredo Jaconi,2
2022,268,2022-09-18,Allianz Parque,1
2022,269,2022-09-18,Estádio Joaquim Américo Guimarães,4
2022,270,2022-09-19,Estádio Antônio Accioly,3
2022,271,2022-09-25,Morumbi,4
2022,272,2022-09-27,Estádio Urbano Caldeira,2
2022,273,2022-09-28,Couto Pereira,1
2022,274,2022-09-28,Neo Química Arena,3
2022,275,2022-09-28,Maracanã,4
2022,276,2022-09-28,Arena Castelão,5
2022,277,2022-09-28,Arena Pantanal,3
2022,278,2022-09-28,Estádio José Pinheiro Borda,0
2022,279,2022-09-28,Mineirão,1
2022,280,2022-09-28,Estádio da Serrinha,1
2022,281,2022-10-01,Mineirão,2
2022,282,2022-10-01,Estádio José Pinheiro Borda,1
2022,283,2022-10-01,Arena Castelão,3
2022,284,2022-10-01,Ressacada,3
2022,285,2022-10-01,Estádio Joaquim Américo Guimarães,2
2022,286,2022-10-01,Maracanã,5
2022,287,2022-10-01,Estádio da Serrinha,1
2022,288,2022-10-01,Neo Química Arena,2
2022,289,2022-10-03,Estádio Nilton Santos,4
2022,290,2022-10-20,Morumbi,4
2022,291,2022-10-04,Alfredo Jaconi,4
2022,292,2022-10-05,Estádio Antônio Accioly,5
2022,293,2022-10-05,Arena Castelão,2
2022,294,2022-10-05,Nabizão,3
2022,295,2022-10-05,Estádio Joaquim Américo Guimarães,2
2022,296,2022-10-05,Maracanã,0
2022,297,2022-10-05,Estádio Urbano Caldeira,3
2022,298,2022-10-06,Allianz Parque,4
2022,299,2022-10-06,Estádio Raimundo Sampaio,3
2022,300,2022-10-06,Ressacada,3
2022,301,2022-10-08,Arena Pantanal,3
2022,302,2022-10-08,Neo Química Arena,3
2022,303,2022-10-09,Estádio José Pinheiro Borda,6
2022,304,2022-10-09,Morumbi,1
2022,305,2022-10-09,Arena Castelão,2
2022,306,2022-10-09,Couto Pereira,3
2022,307,2022-10-09,Mineirão,0
2022,308,2022-10-09,Maracanã,2
2022,309,2022-10-10,Estádio Antônio Accioly,2
2022,310,2022-10-10,Estádio Urbano Caldeira,5
2022,311,2022-10-15,Maracanã,1
2022,312,2022-10-15,Estádio Raimundo Sampaio,3
2022,313,2022-10-16,Arena Castelão,2
2022,314,2022-10-16,Allianz Parque,0
2022,315,2022-10-16,Alfredo Jaconi,2
2022,316,2022-10-16,Estádio Nilton Santos,1
2022,317,2022-10-16,Ressacada,3
2022,318,2022-10-16,Estádio Joaquim Américo Guimarães,1
2022,319,2022-10-17,Nabizão,2
2022,320,2022-10-29,Estádio da Serrinha,0
2022,321,2022-10-22,Nabizão,6
2022,322,2022-10-22,Estádio Raimundo Sampaio,3
2022,323,2022-10-22,Estádio Urbano Caldeira,1
2022,324,2022-10-22,Allianz Parque,3
2022,325,2022-10-23,Maracanã,4
2022,326,2022-10-23,Alfredo Jaconi,3
2022,327,2022-10-23,Couto Pereira,2
2022,328,2022-10-23,Estádio Antônio Accioly,1
2022,329,2022-10-23,Arena Pantanal,3
2022,330,2022-10-24,Arena Castelão,0
2022,331,2022-10-25,Maracanã,5
2022,332,2022-10-25,Estádio Joaquim Américo Guimarães,4
2022,333,2022-10-26,Estádio Nilton Santos,3
2022,334,2022-10-26,Neo Química Arena,2
2022,335,2022-10-26,Estádio José Pinheiro Borda,3
2022,336,2022-10-26,Estádio da Serrinha,4
2022,337,2022-10-27,Arena Castelão,4
2022,338,2022-10-27,Morumbi,3
2022,339,2022-10-27,Mineirão,1
2022,340,2022-10-27,Arena Pantanal,1
2022,341,2022-10-31,Arena Castelão,1
2022,342,2022-11-01,Estádio Nilton Santos,2
2022,343,2022-11-01,Morumbi,4
2022,344,2022-11-02,Estádio Joaquim Américo Guimarães,5
2022,345,2022-11-02,Estádio Raimundo Sampaio,1
2022,346,2022-11-02,Alfredo Jaconi,1
2022,347,2022-11-02,Ressacada,3
2022,348,2022-11-02,Estádio Antônio Accioly,5
2022,349,2022-11-02,Allianz Parque,4
2022,350,2022-11-02,Maracanã,3
2022,351,2022-11-05,Arena Barueri,2
2022,352,2022-11-05,Maracanã,4
2022,353,2022-11-05,Nabizão,5
2022,354,2022-11-05,Estádio da Serrinha,1
2022,355,2022-11-05,Neo Química Arena,1
2022,356,2022-11-05,Estádio José Pinheiro Borda,2
2022,357,2022-11-06,Arena Castelão,2
2022,358,2022-11-06,Couto Pereira,1
2022,359,2022-11-06,Arena Pantanal,2
2022,360,2022-11-07,Mineirão,2
2022,361,2022-11-08,Morumbi,1
2022,362,2022-11-09,Couto Pereira,4
2022,363,2022-11-09,Maracanã,3
2022,364,2022-11-09,Ressacada,2
2022,365,2022-11-09,Arena Castelão,6
2022,366,2022-11-09,Alfredo Jaconi,4
2022,367,2022-11-09,Allianz Parque,3
2022,368,2022-11-09,Estádio Antônio Accioly,2
2022,369,2022-11-10,Estádio Nilton Santos,3
2022,370,2022-11-10,Mineirão,3
2022,371,2022-11-12,Maracanã,3
2022,372,2022-11-13,Estádio Joaquim Américo Guimarães,3
2022,373,2022-11-13,Arena Castelão,5
2022,374,2022-11-13,Estádio Raimundo Sampaio,2
2022,375,2022-11-13,Estádio Urbano Caldeira,2
2022,376,2022-11-13,Arena Pantanal,3
2022,377,2022-11-13,Nabizão,1
2022,378,2022-11-13,Neo Química Arena,1
2022,379,2022-11-13,Estádio José Pinheiro Borda,3
2022,380,2022-11-13,Estádio da Serrinha,4
2021,1,2021-05-29,Arena Pantanal,4
2021,2,2021-05-29,Estádio de Pituaçu,3
2021,3,2021-05-29,Morumbi,0
2021,4,2021-05-30,Mineirão,3
2021,5,2021-05-30,Maracanã,1
2021,6,2021-05-30,Arena Castelão,5
2021,7,2021-05-30,Neo Química Arena,1
2021,8,2021-05-30,Arena Condá,3
2021,9,2021-05-30,Estádio Joaquim Américo Guimarães,1
2021,10,2021-05-30,Estádio José Pinheiro Borda,4
2021,11,2021-06-05,Estádio Antônio Accioly,2
2021,12,2021-06-05,Estádio Urbano Caldeira,4
2021,13,2021-06-05,Nabizão,6
2021,14,2021-06-06,Estádio Vasco da Gama,1
2021,15,2021-06-06,Estádio Raimundo Sampaio,1
2021,16,2021-06-06,Arena Castelão,6
2021,17,2021-06-06,Alfredo Jaconi,3
2021,18,2021-06-06,Allianz Parque,4
2021,19,2021-06-06,Adelmar da Costa Carvalho,1
2021,20,2021-11-23,Arena do Grêmio,4
2021,21,2021-06-12,Estádio Urbano Caldeira,0
2021,22,2021-06-12,Allianz Parque,2
2021,23,2021-06-13,Mineirão,1
2021,24,2021-06-13,Arena do Grêmio,1
2021,25,2021-06-13,Maracanã,2
2021,26,2021-06-13,Estádio de Pituaçu,1
2021,27,2021-06-13,Arena Castelão,1
2021,28,2021-06-13,Nabizão,4
2021,29,2021-06-13,Arena Condá,0
2021,30,2021-07-21,Arena Pantanal,3
2021,31,2021-06-16,Estádio José Pinheiro Borda,1
2021,32,2021-06-16,Morumbi,2
2021,33,2021-06-16,Neo Química Arena,3
2021,34,2021-06-16,Alfredo Jaconi,3
2021,35,2021-06-17,Estádio Raimundo Sampaio,0
2021,36,2021-06-17,Arena Castelão,3
2021,37,2021-06-17,Adelmar da Costa Carvalho,1
2021,38,2021-06-17,Estádio Antônio Accioly,0
2021,39,2021-06-17,Maracanã,1
2021,40,2021-11-02,Estádio Joaquim Américo Guimarães,4
2021,41,2021-06-19,Maracanã,5
2021,42,2021-06-20,Allianz Parque,3
2021,43,2021-06-20,Estádio de Pituaçu,0
2021,44,2021-06-20,Estádio José Pinheiro Borda,2
2021,45,2021-06-20,Arena Castelão,2
2021,46,2021-06-20,Estádio Joaquim Américo Guimarães,3
2021,47,2021-06-20,Estádio Urbano Caldeira,2
2021,48,2021-06-20,Alfredo Jaconi,1
2021,49,2021-06-21,Mineirão,2
2021,50,2021-08-18,Arena Pantanal,1
2021,51,2021-06-23,Estádio Antônio Accioly,1
2021,52,2021-06-23,Morumbi,4
2021,53,2021-06-23,Maracanã,3
2021,54,2021-06-23,Nabizão,4
2021,55,2021-06-24,Estádio Raimundo Sampaio,2
2021,56,2021-06-24,Arena Condá,3
2021,57,2021-06-24,Neo Química Arena,3
2021,58,2021-06-24,Arena Castelão,3
2021,59,2021-06-24,Estádio de Pituaçu,3
2021,60,2021-06-24,Arena do Grêmio,4
2021,61,2021-06-27,Alfredo Jaconi,1
2021,62,2021-06-27,Estádio Vasco da Gama,2
2021,63,2021-06-27,Allianz Parque,5
2021,64,2021-06-27,Estádio Joaquim Américo Guimarães,4
2021,65,2021-06-27,Arena do Grêmio,0
2021,66,2021-06-27,Estádio Urbano Caldeira,2
2021,67,2021-06-27,Estádio Raimundo Sampaio,2
2021,68,2021-06-27,Adelmar da Costa Carvalho,0
2021,69,2021-06-27,Arena Castelão,2
2021,70,2021-06-28,Estádio Antônio Accioly,1
2021,71,2021-06-30,Estádio Municipal General Raulino de Oliveira,5
2021,72,2021-06-30,Arena Castelão,5
2021,73,2021-06-30,Estádio José Pinheiro Borda,3
2021,74,2021-06-30,Estádio de Pituaçu,7
2021,75,2021-06-30,Estádio Urbano Caldeira,0
2021,76,2021-06-30,Neo Química Arena,0
2021,77,2021-06-30,Alfredo Jaconi,2
2021,78,2021-07-01,Nabizão,0
2021,79,2021-07-01,Mineirão,5
2021,80,2021-07-01,Arena Pantanal,2
2021,81,2021-07-03,Estádio Joaquim Américo Guimarães,3
2021,82,2021-07-03,Estádio Raimundo Sampaio,2
2021,83,2021-07-03,Neo Química Arena,2
2021,84,2021-07-04,Arena Condá,2
2021,85,2021-07-04,Neo Química Arena,1
2021,86,2021-07-04,Adelmar da Costa Carvalho,1
2021,87,2021-07-04,Arena Castelão,2
2021,88,2021-07-04,Morumbi,3
2021,89,2021-07-04,Arena Pantanal,1
2021,90,2021-07-04,Arena do Grêmio,1
2021,91,2021-07-06,Estádio Urbano Caldeira,3
2021,92,2021-07-07,Estádio de Pituaçu,1
2021,93,2021-07-07,Nabizão,2
2021,94,2021-07-07,Arena Castelão,4
2021,95,2021-07-07,Allianz Parque,2
2021,96,2021-07-07,Mineirão,3
2021,97,2021-07-07,Estádio Antônio Accioly,2
2021,98,2021-07-07,Estádio José Pinheiro Borda,2
2021,99,2021-07-07,Estádio Vasco da Gama,0
2021,100,2021-07-08,Arena Condá,1
2021,101,2021-07-10,Allianz Parque,5
2021,102,2021-07-10,Arena do Grêmio,0
2021,103,2021-07-10,Estádio Joaquim Américo Guimarães,4
2021,104,2021-07-10,Adelmar da Costa Carvalho,3
2021,105,2021-07-10,Morumbi,1
2021,106,2021-07-10,Estádio Raimundo Sampaio,1
2021,107,2021-07-11,Alfredo Jaconi,2
2021,108,2021-07-11,Arena Pantanal,4
2021,109,2021-07-11,Maracanã,3
2021,110,2021-07-11,Arena Castelão,1
2021,111,2021-07-17,Arena Castelão,1
2021,112,2021-07-17,Morumbi,1
2021,113,2021-07-17,Neo Química Arena,3
2021,114,2021-07-17,Maracanã,1
2021,115,2021-07-18,Arena Condá,5
2021,116,2021-07-18,Estádio do Governo do Estado de Goiás (Serra Dourada),3
2021,117,2021-07-18,Itaipava Arena Fonte Nova,5
2021,118,2021-07-18,Estádio José Pinheiro Borda,1
2021,119,2021-07-18,Nabizão,4
2021,120,2021-07-19,Estádio Raimundo Sampaio,1
2021,121,2021-07-24,Arena do Grêmio,2
2021,122,2021-07-24,Allianz Parque,1
2021,123,2021-07-25,Mineirão,3
2021,124,2021-07-25,Arena Castelão,1
2021,125,2021-07-25,Maracanã,6
2021,126,2021-07-25,Estádio Urbano Caldeira,1
2021,127,2021-07-25,Estádio Joaquim Américo Guimarães,3
2021,128,2021-07-25,Adelmar da Costa Carvalho,0
2021,129,2021-07-26,Alfredo Jaconi,1
2021,130,2021-07-26,Arena Pantanal,3
2021,131,2021-07-31,Morumbi,0
2021,132,2021-07-31,Estádio José Pinheiro Borda,0
2021,133,2021-07-31,Nabizão,1
2021,134,2021-08-01,Neo Química Arena,4
2021,135,2021-08-01,Mineirão,2
2021,136,2021-08-01,Arena Condá,1
2021,137,2021-08-01,Estádio de Pituaçu,1
2021,138,2021-08-01,Estádio Antônio Accioly,2
2021,139,2021-08-01,Arena Castelão,4
2021,140,2021-09-02,Maracanã,2
2021,141,2021-08-06,Adelmar da Costa Carvalho,0
2021,142,2021-08-07,Estádio Joaquim Américo Guimarães,3
2021,143,2021-08-07,Allianz Parque,5
2021,144,2021-08-07,Arena Pantanal,2
2021,145,2021-08-08,Alfredo Jaconi,3
2021,146,2021-08-08,Estádio Raimundo Sampaio,1
2021,147,2021-08-08,Estádio Urbano Caldeira,0
2021,148,2021-08-08,Arena Castelão,0
2021,149,2021-08-08,Maracanã,4
2021,150,2021-08-09,Arena do Grêmio,3
2021,151,2021-08-14,Nabizão,3
2021,152,2021-08-14,Mineirão,2
2021,153,2021-08-14,Morumbi,3
2021,154,2021-08-15,Estádio Municipal General Raulino de Oliveira,2
2021,155,2021-08-15,Neo Química Arena,4
2021,156,2021-08-15,Estádio de Pituaçu,3
2021,157,2021-08-15,Arena Pantanal,1
2021,158,2021-08-15,Arena Castelão,2
2021,159,2021-08-15,Estádio José Pinheiro Borda,6
2021,160,2021-08-16,Arena Condá,2
2021,161,2021-08-21,Estádio Antônio Accioly,2
2021,162,2021-08-21,Arena do Grêmio,2
2021,163,2021-08-21,Alfredo Jaconi,2
2021,164,2021-08-22,Allianz Parque,2
2021,165,2021-08-22,Arena Castelão,2
2021,166,2021-08-22,Estádio Joaquim Américo Guimarães,1
2021,167,2021-08-22,Estádio Urbano Caldeira,4
2021,168,2021-08-22,Adelmar da Costa Carvalho,1
2021,169,2021-08-23,Estádio Raimundo Sampaio,2
2021,170,2021-08-23,Estádio Vasco da Gama,2
2021,171,2021-08-28,Adelmar da Costa Carvalho,0
2021,172,2021-08-28,Estádio Urbano Caldeira,4
2021,173,2021-08-28,Arena do Grêmio,1
2021,174,2021-08-28,Allianz Parque,3
2021,175,2021-08-29,Estádio Raimundo Sampaio,2
2021,176,2021-08-29,Alfredo Jaconi,2
2021,177,2021-08-29,Estádio Antônio Accioly,0
2021,178,2021-08-29,Nabizão,2
2021,179,2021-08-30,Maracanã,2
2021,180,2021-08-30,Arena Castelão,0
2021,181,2021-09-04,Estádio de Pituaçu,6
2021,182,2021-09-04,Arena Pantanal,3
2021,183,2021-09-05,Estádio Joaquim Américo Guimarães,0
2021,184,2021-09-07,Neo Química Arena,2
2021,185,2021-09-07,Arena Condá,3
2021,186,2021-09-22,Morumbi,0
2021,187,2021-10-20,Arena Castelão,3
2021,188,2021-10-21,Estádio José Pinheiro Borda,2
2021,189,2021-11-03,Mineirão,3
2021,190,2021-11-05,Maracanã,2
2021,191,2021-09-11,Estádio Raimundo Sampaio,2
2021,192,2021-09-11,Alfredo Jaconi,3
2021,193,2021-09-11,Nabizão,3
2021,194,2021-09-11,Estádio Urbano Caldeira,0
2021,195,2021-09-12,Arena do Grêmio,2
2021,196,2021-09-12,Arena Castelão,2
2021,197,2021-09-12,Allianz Parque,4
2021,198,2021-09-12,Estádio Antônio Accioly,2
2021,199,2021-09-12,Maracanã,3
2021,200,2021-09-13,Adelmar da Costa Carvalho,1
2021,201,2021-09-18,Arena Condá,2
2021,202,2021-09-18,Estádio Joaquim Américo Guimarães,3
2021,203,2021-09-18,Mineirão,3
2021,204,2021-09-18,Itaipava Arena Fonte Nova,2
2021,205,2021-09-18,Arena Castelão,0
2021,206,2021-09-19,Estádio José Pinheiro Borda,1
2021,207,2021-09-19,Morumbi,3
2021,208,2021-09-19,Neo Química Arena,2
2021,209,2021-09-19,Maracanã,1
2021,210,2021-09-20,Arena Pantanal,4
2021,211,2021-09-25,Arena Castelão,1
2021,212,2021-09-25,Neo Química Arena,3
2021,213,2021-09-25,Morumbi,0
2021,214,2021-09-26,Estádio Raimundo Sampaio,2
2021,215,2021-09-26,Estádio José Pinheiro Borda,2
2021,216,2021-09-26,Maracanã,3
2021,217,2021-09-26,Alfredo Jaconi,3
2021,218,2021-09-26,Arena de Pernambuco,1
2021,219,2021-09-26,Estádio Joaquim Américo Guimarães,6
2021,220,2021-09-26,Estádio Antônio Accioly,0
2021,221,2021-10-02,Arena Pantanal,2
2021,222,2021-10-02,Arena Castelão,3
2021,223,2021-10-02,Nabizão,4
2021,224,2021-10-02,Mineirão,1
2021,225,2021-10-03,Maracanã,3
2021,226,2021-10-03,Arena Condá,2
2021,227,2021-10-03,Allianz Parque,2
2021,228,2021-10-03,Arena do Grêmio,3
2021,229,2021-10-27,Estádio Urbano Caldeira,2
2021,230,2021-10-27,Itaipava Arena Fonte Nova,2
2021,231,2021-10-05,Neo Química Arena,4
2021,232,2021-10-06,Arena Condá,4
2021,233,2021-10-06,Estádio Antônio Accioly,2
2021,234,2021-10-06,Arena de Pernambuco,4
2021,235,2021-10-06,Arena Castelão,0
2021,236,2021-10-06,Nabizão,2
2021,237,2021-10-06,Maracanã,2
2021,238,2021-10-06,Estádio Raimundo Sampaio,3
2021,239,2021-10-06,Arena do Grêmio,4
2021,240,2021-10-07,Morumbi,2
2021,241,2021-10-09,Maracanã,0
2021,242,2021-10-09,Mineirão,4
2021,243,2021-10-09,Arena de Pernambuco,1
2021,244,2021-10-09,Arena Castelão,3
2021,245,2021-10-09,Estádio Joaquim Américo Guimarães,2
2021,246,2021-10-09,Allianz Parque,6
2021,247,2021-10-09,Alfredo Jaconi,2
2021,248,2021-10-10,Estádio José Pinheiro Borda,7
2021,249,2021-10-10,Estádio Urbano Caldeira,1
2021,250,2021-10-11,Arena Pantanal,0
2021,251,2021-10-12,Nabizão,1
2021,252,2021-10-12,Itaipava Arena Fonte Nova,0
2021,253,2021-10-13,Mineirão,4
2021,254,2021-10-13,Arena Condá,2
2021,255,2021-10-13,Maracanã,4
2021,256,2021-10-13,Arena Castelão,1
2021,257,2021-10-13,Neo Química Arena,1
2021,258,2021-10-13,Estádio José Pinheiro Borda,4
2021,259,2021-10-14,Morumbi,2
2021,260,2021-10-14,Arena Pantanal,1
2021,261,2021-10-16,Arena Condá,3
2021,262,2021-10-16,Estádio Raimundo Sampaio,0
2021,263,2021-10-17,Estádio Joaquim Américo Guimarães,1
2021,264,2021-10-17,Allianz Parque,1
2021,265,2021-10-17,Arena Castelão,4
2021,266,2021-10-17,Arena do Grêmio,5
2021,267,2021-10-17,Estádio Antônio Accioly,3
2021,268,2021-10-17,Adelmar da Costa Carvalho,0
2021,269,2021-10-17,Maracanã,0
2021,270,2021-10-18,Morumbi,1
2021,271,2021-10-23,Estádio Urbano Caldeira,2
2021,272,2021-10-23,Alfredo Jaconi,0
2021,273,2021-10-23,Maracanã,4
2021,274,2021-10-23,Arena Castelão,3
2021,275,2021-10-24,Estádio José Pinheiro Borda,4
2021,276,2021-10-24,Mineirão,3
2021,277,2021-10-24,Nabizão,1
2021,278,2021-10-24,Itaipava Arena Fonte Nova,3
2021,279,2021-10-25,Estádio Antônio Accioly,2
2021,280,2021-10-25,Allianz Parque,3
2021,281,2021-10-28,Nabizão,3
2021,282,2021-11-20,Mineirão,2
2021,283,2021-11-20,Arena Castelão,1
2021,284,2021-11-20,Arena Condá,4
2021,285,2021-11-20,Estádio Antônio Accioly,2
2021,286,2021-11-20,Estádio José Pinheiro Borda,3
2021,287,2021-11-21,Neo Química Arena,2
2021,288,2021-11-21,Maracanã,2
2021,289,2021-11-21,Itaipava Arena Fonte Nova,0
2021,290,2021-11-24,Morumbi,0
2021,291,2021-10-30,Estádio Joaquim Américo Guimarães,1
2021,292,2021-10-30,Maracanã,1
2021,293,2021-10-30,Alfredo Jaconi,0
2021,294,2021-10-30,Estádio Raimundo Sampaio,3
2021,295,2021-10-31,Arena do Grêmio,4
2021,296,2021-10-31,Arena Castelão,1
2021,297,2021-10-31,Morumbi,1
2021,298,2021-10-31,Arena de Pernambuco,2
2021,299,2021-11-01,Arena Pantanal,1
2021,300,2021-11-01,Neo Química Arena,1
2021,301,2021-11-04,Arena Pantanal,0
2021,302,2021-11-09,Arena do Grêmio,1
2021,303,2021-11-10,Estádio Joaquim Américo Guimarães,3
2021,304,2021-11-10,Mineirão,3
2021,305,2021-11-10,Estádio Urbano Caldeira,2
2021,306,2021-11-10,Allianz Parque,4
2021,307,2021-11-10,Arena Castelão,2
2021,308,2021-11-10,Arena de Pernambuco,5
2021,309,2021-11-10,Alfredo Jaconi,3
2021,310,2021-11-11,Maracanã,3
2021,311,2021-11-06,Neo Química Arena,1
2021,312,2021-11-06,Estádio José Pinheiro Borda,1
2021,313,2021-11-06,Maracanã,1
2021,314,2021-11-07,Nabizão,2
2021,315,2021-11-07,Mineirão,1
2021,316,2021-11-07,Estádio Urbano Caldeira,2
2021,317,2021-11-07,Itaipava Arena Fonte Nova,1
2021,318,2021-11-07,Arena Castelão,1
2021,319,2021-11-08,Arena Condá,4
2021,320,2021-11-23,Estádio Antônio Accioly,2
2021,321,2021-11-13,Estádio Antônio Accioly,0
2021,322,2021-11-13,Estádio Raimundo Sampaio,4
2021,323,2021-11-13,Nabizão,3
2021,324,2021-11-13,Estádio José Pinheiro Borda,3
2021,325,2021-11-13,Neo Química Arena,5
2021,326,2021-11-14,Morumbi,4
2021,327,2021-11-14,Maracanã,3
2021,328,2021-11-14,Arena Castelão,3
2021,329,2021-11-14,Arena Condá,2
2021,330,2021-12-02,Itaipava Arena Fonte Nova,5
2021,331,2021-11-16,Estádio Joaquim Américo Guimarães,1
2021,332,2021-11-16,Arena do Grêmio,3
2021,333,2021-11-17,Estádio Raimundo Sampaio,0
2021,334,2021-11-17,Estádio Urbano Caldeira,2
2021,335,2021-11-17,Arena Pantanal,1
2021,336,2021-11-17,Arena Castelão,4
2021,337,2021-11-17,Allianz Parque,2
2021,338,2021-11-17,Alfredo Jaconi,1
2021,339,2021-11-17,Maracanã,1
2021,340,2021-11-18,Arena de Pernambuco,1
2021,341,2021-11-23,Allianz Parque,4
2021,342,2021-11-24,Maracanã,1
2021,343,2021-11-25,Estádio Urbano Caldeira,2
2021,344,2021-11-25,Arena Castelão,3
2021,345,2021-11-29,Estádio Antônio Accioly,3
2021,346,2021-11-30,Alfredo Jaconi,1
2021,347,2021-11-30,Estádio Raimundo Sampaio,3
2021,348,2021-12-02,Arena do Grêmio,3
2021,349,2021-12-03,Estádio Joaquim Américo Guimarães,1
2021,350,2021-12-03,Arena de Pernambuco,2
2021,351,2021-11-26,Itaipava Arena Fonte Nova,4
2021,352,2021-11-27,Nabizão,2
2021,353,2021-11-27,Morumbi,2
2021,354,2021-11-28,Neo Química Arena,1
2021,355,2021-11-28,Mineirão,3
2021,356,2021-11-28,Estádio José Pinheiro Borda,2
2021,357,2021-11-30,Maracanã,3
2021,358,2021-11-30,Arena Pantanal,4
2021,359,2021-12-03,Arena Condá,1
2021,360,2021-12-03,Arena Castelão,1
2021,361,2021-12-05,Itaipava Arena Fonte Nova,2
2021,362,2021-12-05,Neo Química Arena,2
2021,363,2021-12-05,Mineirão,7
2021,364,2021-12-05,Arena Castelão,0
2021,365,2021-12-06,Morumbi,4
2021,366,2021-12-06,Estádio Joaquim Américo Guimarães,0
2021,367,2021-12-06,Arena Pantanal,1
2021,368,2021-12-06,Estádio José Pinheiro Borda,3
2021,369,2021-12-06,Maracanã,1
2021,370,2021-12-06,Arena Condá,1
2021,371,2021-12-09,Arena Castelão,3
2021,372,2021-12-09,Estádio Antônio Accioly,2
2021,373,2021-12-09,Arena Barueri,1
2021,374,2021-12-09,Maracanã,3
2021,375,2021-12-09,Estádio Raimundo Sampaio,2
2021,376,2021-12-09,Nabizão,1
2021,377,2021-12-09,Arena de Pernambuco,2
2021,378,2021-12-09,Alfredo Jaconi,1
2021,379,2021-12-09,Arena do Grêmio,7
2021,380,2021-12-09,Estádio Urbano Caldeira,2
2020,1,2020-08-08,Arena Castelão,2
2020,2,2020-08-08,Couto Pereira,1
2020,3,2020-08-08,Adelmar da Costa Carvalho,5
2020,4,2020-08-09,Estádio Urbano Caldeira,2
2020,5,2020-08-09,Maracanã,1
2020,6,2020-08-09,Arena do Grêmio,1
2020,11,2020-08-12,Estádio Joaquim Américo Guimarães,3
2020,12,2020-08-12,Mineirão,5
2020,13,2020-08-12,Nabizão,2
2020,14,2020-08-12,Estádio de Pituaçu,1
2020,15,2020-08-12,Estádio Olímpico Pedro Ludovico Teixeira,3
2020,16,2020-08-12,Arena Castelão,2
2020,17,2020-08-12,Maracanã,2
2020,18,2020-08-13,Morumbi,1
2020,19,2020-08-13,Estádio José Pinheiro Borda,2
2020,20,2020-08-13,Estádio Vasco da Gama,2
